,Возраст (лет),мужчины,женщины,region
0,0,2859.0,2639.0,Республика Карелия
1,1,3137.0,2913.0,Республика Карелия
2,2,3320.0,3139.0,Республика Карелия
3,0-2,9316.0,8691.0,Республика Карелия
4,3,3822.0,3719.0,Республика Карелия
5,4,4029.0,3726.0,Республика Карелия
6,0-4,17167.0,16136.0,Республика Карелия
7,5,3974.0,3864.0,Республика Карелия
8,3-5,11825.0,11309.0,Республика Карелия
9,6,3953.0,3672.0,Республика Карелия
10,1-6,22235.0,21033.0,Республика Карелия
11,7,4145.0,3875.0,Республика Карелия
12,8,3882.0,3764.0,Республика Карелия
13,9,3827.0,3490.0,Республика Карелия
14,5-9,19781.0,18665.0,Республика Карелия
15,10,3786.0,3579.0,Республика Карелия
16,11,3623.0,3547.0,Республика Карелия
17,12,3510.0,3403.0,Республика Карелия
18,13,3314.0,3135.0,Республика Карелия
19,8-13,21942.0,20918.0,Республика Карелия
20,0-13,51181.0,48465.0,Республика Карелия
21,14,3297.0,3139.0,Республика Карелия
22,10-14,17530.0,16803.0,Республика Карелия
23,0-14,54478.0,51604.0,Республика Карелия
24,15,3504.0,3214.0,Республика Карелия
25,14-15,6801.0,6353.0,Республика Карелия
26,16,3479.0,3130.0,Республика Карелия
27,17,3350.0,3221.0,Республика Карелия
28,16-17,6829.0,6351.0,Республика Карелия
29,0-17,64811.0,61169.0,Республика Карелия
30,18,2888.0,2946.0,Республика Карелия
31,19,2760.0,2827.0,Республика Карелия
32,15-19,15981.0,15338.0,Республика Карелия
33,20,2391.0,2600.0,Республика Карелия
34,21,2682.0,2652.0,Республика Карелия
35,22,2604.0,2632.0,Республика Карелия
36,23,2746.0,2806.0,Республика Карелия
37,24,2919.0,2857.0,Республика Карелия
38,20-24,13342.0,13547.0,Республика Карелия
39,25,3128.0,2867.0,Республика Карелия
40,26,3043.0,2822.0,Республика Карелия
41,27,3264.0,2942.0,Республика Карелия
42,28,3454.0,3246.0,Республика Карелия
43,29,3962.0,3902.0,Республика Карелия
44,25-29,16851.0,15779.0,Республика Карелия
45,20-29,30193.0,29326.0,Республика Карелия
46,16-29,42670.0,41450.0,Республика Карелия
47,30,4393.0,4260.0,Республика Карелия
48,31,4905.0,4546.0,Республика Карелия
49,32,5340.0,4870.0,Республика Карелия
50,33,5214.0,4856.0,Республика Карелия
51,34,4824.0,4661.0,Республика Карелия
52,30-34,24676.0,23193.0,Республика Карелия
53,15-34,70850.0,67857.0,Республика Карелия
54,35,4985.0,4753.0,Республика Карелия
55,36,5134.0,4900.0,Республика Карелия
56,37,5022.0,4907.0,Республика Карелия
57,38,4659.0,4643.0,Республика Карелия
58,39,4606.0,4746.0,Республика Карелия
59,35-39,24406.0,23949.0,Республика Карелия
60,20-39,79275.0,76468.0,Республика Карелия
61,40,4638.0,4540.0,Республика Карелия
62,41,4609.0,4789.0,Республика Карелия
63,42,4602.0,4664.0,Республика Карелия
64,43,4631.0,4813.0,Республика Карелия
65,44,4500.0,4800.0,Республика Карелия
66,40-44,22980.0,23606.0,Республика Карелия
67,45,4587.0,4768.0,Республика Карелия
68,46,4232.0,4494.0,Республика Карелия
69,47,4125.0,4489.0,Республика Карелия
70,48,3985.0,4539.0,Республика Карелия
71,49,3928.0,4305.0,Республика Карелия
72,45-49,20857.0,22595.0,Республика Карелия
73,15-49,139093.0,138007.0,Республика Карелия
74,50,3503.0,3981.0,Республика Карелия
75,51,3403.0,3979.0,Республика Карелия
76,52,3429.0,3973.0,Республика Карелия
77,53,3503.0,4352.0,Республика Карелия
78,54,3480.0,4361.0,Республика Карелия
79,50-54,17318.0,20646.0,Республика Карелия
80,55,3758.0,4548.0,Республика Карелия
81,56,3970.0,4775.0,Республика Карелия
82,57,3867.0,4961.0,Республика Карелия
83,58,4307.0,5484.0,Республика Карелия
84,59,4217.0,5847.0,Республика Карелия
85,55-59,20119.0,25615.0,Республика Карелия
86,60,3919.0,5718.0,Республика Карелия
87,61,3946.0,5681.0,Республика Карелия
88,62,3694.0,5393.0,Республика Карелия
89,63,3456.0,5334.0,Республика Карелия
90,64,3555.0,5484.0,Республика Карелия
91,60-64,18570.0,27610.0,Республика Карелия
92,65,3331.0,5729.0,Республика Карелия
93,66,2911.0,5188.0,Республика Карелия
94,67,2811.0,4997.0,Республика Карелия
95,68,2702.0,4786.0,Республика Карелия
96,69,2431.0,4729.0,Республика Карелия
97,65-69,14186.0,25429.0,Республика Карелия
98,70,2520.0,4877.0,Республика Карелия
99,71,1774.0,3719.0,Республика Карелия
100,72,1727.0,3531.0,Республика Карелия
101,73,1380.0,2954.0,Республика Карелия
102,74,812.0,1765.0,Республика Карелия
103,70-74,8213.0,16846.0,Республика Карелия
104,75,603.0,1374.0,Республика Карелия
105,76,433.0,990.0,Республика Карелия
106,77,527.0,1553.0,Республика Карелия
107,78,937.0,2757.0,Республика Карелия
108,79,783.0,2400.0,Республика Карелия
109,75-79,3283.0,9074.0,Республика Карелия
110,80 и старше,4843.0,19130.0,Республика Карелия
111,85 и старше,1564.0,7412.0,Республика Карелия
112,,,,Республика Карелия
113,Итого,280103.0,333961.0,Республика Карелия
114,,,,Республика Карелия
115,моложе трудоспособного,57982.0,54818.0,Республика Карелия
116,трудоспособного,176945.0,159987.0,Республика Карелия
117,старше трудоспособного,45176.0,119156.0,Республика Карелия
0,0,21397.0,20136.0,Республика Башкортостан
1,1,24059.0,22589.0,Республика Башкортостан
2,2,25175.0,23521.0,Республика Башкортостан
3,0-2,70631.0,66246.0,Республика Башкортостан
4,3,28267.0,26650.0,Республика Башкортостан
5,4,29939.0,27999.0,Республика Башкортостан
6,0-4,128837.0,120895.0,Республика Башкортостан
7,5,30257.0,28935.0,Республика Башкортостан
8,3-5,88463.0,83584.0,Республика Башкортостан
9,6,29852.0,28243.0,Республика Башкортостан
10,1-6,167549.0,157937.0,Республика Башкортостан
11,7,29660.0,28132.0,Республика Башкортостан
12,8,28065.0,26566.0,Республика Башкортостан
13,9,28139.0,27066.0,Республика Башкортостан
14,5-9,145973.0,138942.0,Республика Башкортостан
15,10,27851.0,26410.0,Республика Башкортостан
16,11,27244.0,26401.0,Республика Башкортостан
17,12,25779.0,24696.0,Республика Башкортостан
18,13,22375.0,21504.0,Республика Башкортостан
19,8-13,159453.0,152643.0,Республика Башкортостан
20,0-13,378059.0,358848.0,Республика Башкортостан
21,14,22114.0,21387.0,Республика Башкортостан
22,10-14,125363.0,120398.0,Республика Башкортостан
23,0-14,400173.0,380235.0,Республика Башкортостан
24,15,22408.0,21849.0,Республика Башкортостан
25,14-15,44522.0,43236.0,Республика Башкортостан
26,16,22451.0,21377.0,Республика Башкортостан
27,17,22483.0,21361.0,Республика Башкортостан
28,16-17,44934.0,42738.0,Республика Башкортостан
29,0-17,467515.0,444822.0,Республика Башкортостан
30,18,19175.0,19871.0,Республика Башкортостан
31,19,18398.0,19614.0,Республика Башкортостан
32,15-19,104915.0,104072.0,Республика Башкортостан
33,20,17637.0,18987.0,Республика Башкортостан
34,21,19389.0,20457.0,Республика Башкортостан
35,22,19560.0,20316.0,Республика Башкортостан
36,23,21138.0,21341.0,Республика Башкортостан
37,24,20777.0,21860.0,Республика Башкортостан
38,20-24,98501.0,102961.0,Республика Башкортостан
39,25,25427.0,22969.0,Республика Башкортостан
40,26,23807.0,23084.0,Республика Башкортостан
41,27,28266.0,25268.0,Республика Башкортостан
42,28,29545.0,27417.0,Республика Башкортостан
43,29,31781.0,30986.0,Республика Башкортостан
44,25-29,138826.0,129724.0,Республика Башкортостан
45,20-29,237327.0,232685.0,Республика Башкортостан
46,16-29,319834.0,314908.0,Республика Башкортостан
47,30,32781.0,32684.0,Республика Башкортостан
48,31,35289.0,33994.0,Республика Башкортостан
49,32,37193.0,35407.0,Республика Башкортостан
50,33,36139.0,34519.0,Республика Башкортостан
51,34,33915.0,33806.0,Республика Башкортостан
52,30-34,175317.0,170410.0,Республика Башкортостан
53,15-34,517559.0,507167.0,Республика Башкортостан
54,35,32143.0,32164.0,Республика Башкортостан
55,36,33292.0,32801.0,Республика Башкортостан
56,37,30020.0,29729.0,Республика Башкортостан
57,38,28448.0,29020.0,Республика Башкортостан
58,39,28171.0,29291.0,Республика Башкортостан
59,35-39,152074.0,153005.0,Республика Башкортостан
60,20-39,564718.0,556100.0,Республика Башкортостан
61,40,26002.0,27629.0,Республика Башкортостан
62,41,25713.0,27547.0,Республика Башкортостан
63,42,24671.0,27246.0,Республика Башкортостан
64,43,24416.0,27055.0,Республика Башкортостан
65,44,24501.0,26813.0,Республика Башкортостан
66,40-44,125303.0,136290.0,Республика Башкортостан
67,45,23740.0,26191.0,Республика Башкортостан
68,46,23202.0,25582.0,Республика Башкортостан
69,47,23281.0,25804.0,Республика Башкортостан
70,48,23170.0,25631.0,Республика Башкортостан
71,49,23908.0,26236.0,Республика Башкортостан
72,45-49,117301.0,129444.0,Республика Башкортостан
73,15-49,912237.0,925906.0,Республика Башкортостан
74,50,23220.0,25621.0,Республика Башкортостан
75,51,23905.0,26226.0,Республика Башкортостан
76,52,23910.0,26434.0,Республика Башкортостан
77,53,24746.0,28216.0,Республика Башкортостан
78,54,25712.0,29171.0,Республика Башкортостан
79,50-54,121493.0,135668.0,Республика Башкортостан
80,55,26562.0,30617.0,Республика Башкортостан
81,56,27954.0,32735.0,Республика Башкортостан
82,57,28619.0,34043.0,Республика Башкортостан
83,58,29764.0,35401.0,Республика Башкортостан
84,59,30493.0,36810.0,Республика Башкортостан
85,55-59,143392.0,169606.0,Республика Башкортостан
86,60,28279.0,34523.0,Республика Башкортостан
87,61,26876.0,34268.0,Республика Башкортостан
88,62,24820.0,32767.0,Республика Башкортостан
89,63,22165.0,30158.0,Республика Башкортостан
90,64,21458.0,29352.0,Республика Башкортостан
91,60-64,123598.0,161068.0,Республика Башкортостан
92,65,20325.0,29330.0,Республика Башкортостан
93,66,17264.0,25658.0,Республика Башкортостан
94,67,17264.0,25860.0,Республика Башкортостан
95,68,15941.0,24564.0,Республика Башкортостан
96,69,13832.0,21933.0,Республика Башкортостан
97,65-69,84626.0,127345.0,Республика Башкортостан
98,70,13781.0,22779.0,Республика Башкортостан
99,71,10050.0,17244.0,Республика Башкортостан
100,72,9734.0,17068.0,Республика Башкортостан
101,73,8369.0,15482.0,Республика Башкортостан
102,74,4286.0,7995.0,Республика Башкортостан
103,70-74,46220.0,80568.0,Республика Башкортостан
104,75,2767.0,5448.0,Республика Башкортостан
105,76,2986.0,6101.0,Республика Башкортостан
106,77,4826.0,10430.0,Республика Башкортостан
107,78,6113.0,14242.0,Республика Башкортостан
108,79,6146.0,15024.0,Республика Башкортостан
109,75-79,22838.0,51245.0,Республика Башкортостан
110,80 и старше,38750.0,113183.0,Республика Башкортостан
111,85 и старше,13472.0,44986.0,Республика Башкортостан
112,,,,Республика Башкортостан
113,Итого,1893327.0,2144824.0,Республика Башкортостан
114,,,,Республика Башкортостан
115,моложе трудоспособного,422581.0,402084.0,Республика Башкортостан
116,трудоспособного,1182993.0,1070342.0,Республика Башкортостан
117,старше трудоспособного,287753.0,672398.0,Республика Башкортостан
0,0,5645.0,5257.0,Астраханская область
1,1,6076.0,5578.0,Астраханская область
2,2,6264.0,5803.0,Астраханская область
3,0-2,17985.0,16638.0,Астраханская область
4,3,7251.0,6704.0,Астраханская область
5,4,7332.0,7090.0,Астраханская область
6,0-4,32568.0,30432.0,Астраханская область
7,5,7550.0,7132.0,Астраханская область
8,3-5,22133.0,20926.0,Астраханская область
9,6,7645.0,6949.0,Астраханская область
10,1-6,42118.0,39256.0,Астраханская область
11,7,7812.0,7067.0,Астраханская область
12,8,7201.0,6733.0,Астраханская область
13,9,6687.0,6450.0,Астраханская область
14,5-9,36895.0,34331.0,Астраханская область
15,10,6782.0,6611.0,Астраханская область
16,11,6915.0,6569.0,Астраханская область
17,12,6382.0,5912.0,Астраханская область
18,13,5589.0,5446.0,Астраханская область
19,8-13,39556.0,37721.0,Астраханская область
20,0-13,95131.0,89301.0,Астраханская область
21,14,5552.0,5302.0,Астраханская область
22,10-14,31220.0,29840.0,Астраханская область
23,0-14,100683.0,94603.0,Астраханская область
24,15,5776.0,5357.0,Астраханская область
25,14-15,11328.0,10659.0,Астраханская область
26,16,5517.0,5254.0,Астраханская область
27,17,5273.0,5049.0,Астраханская область
28,16-17,10790.0,10303.0,Астраханская область
29,0-17,117249.0,110263.0,Астраханская область
30,18,4840.0,4530.0,Астраханская область
31,19,5016.0,4579.0,Астраханская область
32,15-19,26422.0,24769.0,Астраханская область
33,20,4800.0,4256.0,Астраханская область
34,21,4796.0,4502.0,Астраханская область
35,22,4946.0,4642.0,Астраханская область
36,23,5175.0,4708.0,Астраханская область
37,24,5618.0,5168.0,Астраханская область
38,20-24,25335.0,23276.0,Астраханская область
39,25,5778.0,5574.0,Астраханская область
40,26,6062.0,5522.0,Астраханская область
41,27,7079.0,6216.0,Астраханская область
42,28,7424.0,7166.0,Астраханская область
43,29,8139.0,8019.0,Астраханская область
44,25-29,34482.0,32497.0,Астраханская область
45,20-29,59817.0,55773.0,Астраханская область
46,16-29,80463.0,75185.0,Астраханская область
47,30,8482.0,8069.0,Астраханская область
48,31,8567.0,8529.0,Астраханская область
49,32,8958.0,8678.0,Астраханская область
50,33,8998.0,8492.0,Астраханская область
51,34,8564.0,8419.0,Астраханская область
52,30-34,43569.0,42187.0,Астраханская область
53,15-34,129808.0,122729.0,Астраханская область
54,35,8293.0,8417.0,Астраханская область
55,36,8389.0,8289.0,Астраханская область
56,37,7711.0,7678.0,Астраханская область
57,38,7563.0,7460.0,Астраханская область
58,39,7600.0,7693.0,Астраханская область
59,35-39,39556.0,39537.0,Астраханская область
60,20-39,142942.0,137497.0,Астраханская область
61,40,7149.0,7235.0,Астраханская область
62,41,7329.0,7403.0,Астраханская область
63,42,6732.0,7229.0,Астраханская область
64,43,6777.0,7256.0,Астраханская область
65,44,6614.0,7266.0,Астраханская область
66,40-44,34601.0,36389.0,Астраханская область
67,45,6422.0,6864.0,Астраханская область
68,46,6229.0,6683.0,Астраханская область
69,47,6204.0,6488.0,Астраханская область
70,48,5928.0,6644.0,Астраханская область
71,49,6069.0,6367.0,Астраханская область
72,45-49,30852.0,33046.0,Астраханская область
73,15-49,234817.0,231701.0,Астраханская область
74,50,5511.0,5946.0,Астраханская область
75,51,5385.0,5916.0,Астраханская область
76,52,5347.0,5967.0,Астраханская область
77,53,5681.0,6310.0,Астраханская область
78,54,5673.0,6645.0,Астраханская область
79,50-54,27597.0,30784.0,Астраханская область
80,55,5982.0,6987.0,Астраханская область
81,56,6331.0,7251.0,Астраханская область
82,57,6403.0,7634.0,Астраханская область
83,58,6362.0,7766.0,Астраханская область
84,59,6860.0,8324.0,Астраханская область
85,55-59,31938.0,37962.0,Астраханская область
86,60,6189.0,7887.0,Астраханская область
87,61,6071.0,7938.0,Астраханская область
88,62,5630.0,7612.0,Астраханская область
89,63,5378.0,7447.0,Астраханская область
90,64,5154.0,7649.0,Астраханская область
91,60-64,28422.0,38533.0,Астраханская область
92,65,5006.0,7410.0,Астраханская область
93,66,4494.0,6965.0,Астраханская область
94,67,4413.0,6862.0,Астраханская область
95,68,4069.0,6547.0,Астраханская область
96,69,3684.0,5978.0,Астраханская область
97,65-69,21666.0,33762.0,Астраханская область
98,70,3788.0,6428.0,Астраханская область
99,71,2973.0,5003.0,Астраханская область
100,72,2482.0,4505.0,Астраханская область
101,73,2227.0,4074.0,Астраханская область
102,74,1299.0,2521.0,Астраханская область
103,70-74,12769.0,22531.0,Астраханская область
104,75,834.0,1821.0,Астраханская область
105,76,811.0,1737.0,Астраханская область
106,77,1082.0,2606.0,Астраханская область
107,78,1573.0,3694.0,Астраханская область
108,79,1651.0,3969.0,Астраханская область
109,75-79,5951.0,13827.0,Астраханская область
110,80 и старше,10242.0,27994.0,Астраханская область
111,85 и старше,4067.0,11323.0,Астраханская область
112,,,,Астраханская область
113,Итого,474085.0,531697.0,Астраханская область
114,,,,Астраханская область
115,моложе трудоспособного,106459.0,99960.0,Астраханская область
116,трудоспособного,294765.0,264115.0,Астраханская область
117,старше трудоспособного,72861.0,167622.0,Астраханская область
0,0,4401.0,4116.0,Республика Северная Осетия-Алания
1,1,4732.0,4352.0,Республика Северная Осетия-Алания
2,2,4584.0,4242.0,Республика Северная Осетия-Алания
3,0-2,13717.0,12710.0,Республика Северная Осетия-Алания
4,3,4988.0,4650.0,Республика Северная Осетия-Алания
5,4,5107.0,4847.0,Республика Северная Осетия-Алания
6,0-4,23812.0,22207.0,Республика Северная Осетия-Алания
7,5,5321.0,5060.0,Республика Северная Осетия-Алания
8,3-5,15416.0,14557.0,Республика Северная Осетия-Алания
9,6,5261.0,5029.0,Республика Северная Осетия-Алания
10,1-6,29993.0,28180.0,Республика Северная Осетия-Алания
11,7,5208.0,5014.0,Республика Северная Осетия-Алания
12,8,4982.0,4917.0,Республика Северная Осетия-Алания
13,9,4500.0,4440.0,Республика Северная Осетия-Алания
14,5-9,25272.0,24460.0,Республика Северная Осетия-Алания
15,10,4611.0,4285.0,Республика Северная Осетия-Алания
16,11,4526.0,4673.0,Республика Северная Осетия-Алания
17,12,4700.0,4715.0,Республика Северная Осетия-Алания
18,13,4303.0,3857.0,Республика Северная Осетия-Алания
19,8-13,27622.0,26887.0,Республика Северная Осетия-Алания
20,0-13,67224.0,64197.0,Республика Северная Осетия-Алания
21,14,4245.0,3966.0,Республика Северная Осетия-Алания
22,10-14,22385.0,21496.0,Республика Северная Осетия-Алания
23,0-14,71469.0,68163.0,Республика Северная Осетия-Алания
24,15,4154.0,3958.0,Республика Северная Осетия-Алания
25,14-15,8399.0,7924.0,Республика Северная Осетия-Алания
26,16,4170.0,3983.0,Республика Северная Осетия-Алания
27,17,4063.0,3865.0,Республика Северная Осетия-Алания
28,16-17,8233.0,7848.0,Республика Северная Осетия-Алания
29,0-17,83856.0,79969.0,Республика Северная Осетия-Алания
30,18,3774.0,3599.0,Республика Северная Осетия-Алания
31,19,4404.0,3894.0,Республика Северная Осетия-Алания
32,15-19,20565.0,19299.0,Республика Северная Осетия-Алания
33,20,4066.0,3698.0,Республика Северная Осетия-Алания
34,21,4194.0,3991.0,Республика Северная Осетия-Алания
35,22,4272.0,3915.0,Республика Северная Осетия-Алания
36,23,4355.0,4232.0,Республика Северная Осетия-Алания
37,24,4915.0,4680.0,Республика Северная Осетия-Алания
38,20-24,21802.0,20516.0,Республика Северная Осетия-Алания
39,25,4679.0,4351.0,Республика Северная Осетия-Алания
40,26,4702.0,4155.0,Республика Северная Осетия-Алания
41,27,5247.0,4630.0,Республика Северная Осетия-Алания
42,28,5910.0,4732.0,Республика Северная Осетия-Алания
43,29,6072.0,5626.0,Республика Северная Осетия-Алания
44,25-29,26610.0,23494.0,Республика Северная Осетия-Алания
45,20-29,48412.0,44010.0,Республика Северная Осетия-Алания
46,16-29,64823.0,59351.0,Республика Северная Осетия-Алания
47,30,5675.0,5551.0,Республика Северная Осетия-Алания
48,31,5325.0,5379.0,Республика Северная Осетия-Алания
49,32,5214.0,5669.0,Республика Северная Осетия-Алания
50,33,5029.0,5599.0,Республика Северная Осетия-Алания
51,34,5111.0,5978.0,Республика Северная Осетия-Алания
52,30-34,26354.0,28176.0,Республика Северная Осетия-Алания
53,15-34,95331.0,91485.0,Республика Северная Осетия-Алания
54,35,4739.0,5381.0,Республика Северная Осетия-Алания
55,36,4932.0,5225.0,Республика Северная Осетия-Алания
56,37,4537.0,5147.0,Республика Северная Осетия-Алания
57,38,4100.0,4682.0,Республика Северная Осетия-Алания
58,39,5045.0,5575.0,Республика Северная Осетия-Алания
59,35-39,23353.0,26010.0,Республика Северная Осетия-Алания
60,20-39,98119.0,98196.0,Республика Северная Осетия-Алания
61,40,4379.0,4879.0,Республика Северная Осетия-Алания
62,41,4245.0,4723.0,Республика Северная Осетия-Алания
63,42,4133.0,4992.0,Республика Северная Осетия-Алания
64,43,4183.0,4813.0,Республика Северная Осетия-Алания
65,44,4398.0,5214.0,Республика Северная Осетия-Алания
66,40-44,21338.0,24621.0,Республика Северная Осетия-Алания
67,45,4047.0,4867.0,Республика Северная Осетия-Алания
68,46,4086.0,4737.0,Республика Северная Осетия-Алания
69,47,3973.0,4759.0,Республика Северная Осетия-Алания
70,48,3674.0,4511.0,Республика Северная Осетия-Алания
71,49,4531.0,5234.0,Республика Северная Осетия-Алания
72,45-49,20311.0,24108.0,Республика Северная Осетия-Алания
73,15-49,160333.0,166224.0,Республика Северная Осетия-Алания
74,50,3624.0,4454.0,Республика Северная Осетия-Алания
75,51,3921.0,4716.0,Республика Северная Осетия-Алания
76,52,3618.0,4612.0,Республика Северная Осетия-Алания
77,53,3861.0,4640.0,Республика Северная Осетия-Алания
78,54,4266.0,5225.0,Республика Северная Осетия-Алания
79,50-54,19290.0,23647.0,Республика Северная Осетия-Алания
80,55,3906.0,5004.0,Республика Северная Осетия-Алания
81,56,3882.0,5081.0,Республика Северная Осетия-Алания
82,57,3984.0,5068.0,Республика Северная Осетия-Алания
83,58,3976.0,5128.0,Республика Северная Осетия-Алания
84,59,4496.0,5811.0,Республика Северная Осетия-Алания
85,55-59,20244.0,26092.0,Республика Северная Осетия-Алания
86,60,3650.0,4822.0,Республика Северная Осетия-Алания
87,61,3493.0,4936.0,Республика Северная Осетия-Алания
88,62,3284.0,4602.0,Республика Северная Осетия-Алания
89,63,3155.0,4308.0,Республика Северная Осетия-Алания
90,64,2839.0,4389.0,Республика Северная Осетия-Алания
91,60-64,16421.0,23057.0,Республика Северная Осетия-Алания
92,65,2901.0,4511.0,Республика Северная Осетия-Алания
93,66,2565.0,3931.0,Республика Северная Осетия-Алания
94,67,2649.0,3994.0,Республика Северная Осетия-Алания
95,68,2253.0,3614.0,Республика Северная Осетия-Алания
96,69,2498.0,3930.0,Республика Северная Осетия-Алания
97,65-69,12866.0,19980.0,Республика Северная Осетия-Алания
98,70,2088.0,3552.0,Республика Северная Осетия-Алания
99,71,1680.0,3012.0,Республика Северная Осетия-Алания
100,72,1737.0,3051.0,Республика Северная Осетия-Алания
101,73,1392.0,2510.0,Республика Северная Осетия-Алания
102,74,1017.0,1961.0,Республика Северная Осетия-Алания
103,70-74,7914.0,14086.0,Республика Северная Осетия-Алания
104,75,701.0,1304.0,Республика Северная Осетия-Алания
105,76,792.0,1513.0,Республика Северная Осетия-Алания
106,77,1093.0,2432.0,Республика Северная Осетия-Алания
107,78,1362.0,2878.0,Республика Северная Осетия-Алания
108,79,1561.0,3426.0,Республика Северная Осетия-Алания
109,75-79,5509.0,11553.0,Республика Северная Осетия-Алания
110,80 и старше,8904.0,21085.0,Республика Северная Осетия-Алания
111,85 и старше,3432.0,8080.0,Республика Северная Осетия-Алания
112,,,,Республика Северная Осетия-Алания
113,Итого,322950.0,373887.0,Республика Северная Осетия-Алания
114,,,,Республика Северная Осетия-Алания
115,моложе трудоспособного,75623.0,72121.0,Республика Северная Осетия-Алания
116,трудоспособного,199363.0,190917.0,Республика Северная Осетия-Алания
117,старше трудоспособного,47964.0,110849.0,Республика Северная Осетия-Алания
0,0,69144.0,65242.0,г. Москва
1,1,67353.0,62428.0,г. Москва
2,2,67968.0,63550.0,г. Москва
3,0-2,204465.0,191220.0,г. Москва
4,3,73755.0,69348.0,г. Москва
5,4,73404.0,68825.0,г. Москва
6,0-4,351624.0,329393.0,г. Москва
7,5,71345.0,66916.0,г. Москва
8,3-5,218504.0,205089.0,г. Москва
9,6,70491.0,66238.0,г. Москва
10,1-6,424316.0,397305.0,г. Москва
11,7,70292.0,65325.0,г. Москва
12,8,66122.0,62694.0,г. Москва
13,9,52164.0,48830.0,г. Москва
14,5-9,330414.0,310003.0,г. Москва
15,10,55963.0,53083.0,г. Москва
16,11,56034.0,53640.0,г. Москва
17,12,53995.0,51207.0,г. Москва
18,13,52550.0,50928.0,г. Москва
19,8-13,336828.0,320382.0,г. Москва
20,0-13,900580.0,848254.0,г. Москва
21,14,56002.0,54323.0,г. Москва
22,10-14,274544.0,263181.0,г. Москва
23,0-14,956582.0,902577.0,г. Москва
24,15,52728.0,50387.0,г. Москва
25,14-15,108730.0,104710.0,г. Москва
26,16,52655.0,50777.0,г. Москва
27,17,51579.0,49170.0,г. Москва
28,16-17,104234.0,99947.0,г. Москва
29,0-17,1113544.0,1052911.0,г. Москва
30,18,48965.0,50816.0,г. Москва
31,19,53455.0,56338.0,г. Москва
32,15-19,259382.0,257488.0,г. Москва
33,20,49886.0,53523.0,г. Москва
34,21,49950.0,52262.0,г. Москва
35,22,44329.0,47307.0,г. Москва
36,23,46203.0,49165.0,г. Москва
37,24,53116.0,52065.0,г. Москва
38,20-24,243484.0,254322.0,г. Москва
39,25,49170.0,49627.0,г. Москва
40,26,52312.0,55975.0,г. Москва
41,27,65036.0,70198.0,г. Москва
42,28,85242.0,83035.0,г. Москва
43,29,110351.0,108171.0,г. Москва
44,25-29,362111.0,367006.0,г. Москва
45,20-29,605595.0,621328.0,г. Москва
46,16-29,812249.0,828429.0,г. Москва
47,30,104021.0,108036.0,г. Москва
48,31,103489.0,112643.0,г. Москва
49,32,109868.0,119291.0,г. Москва
50,33,108051.0,121502.0,г. Москва
51,34,114593.0,130811.0,г. Москва
52,30-34,540022.0,592283.0,г. Москва
53,15-34,1404999.0,1471099.0,г. Москва
54,35,107885.0,121277.0,г. Москва
55,36,112670.0,122999.0,г. Москва
56,37,105620.0,114683.0,г. Москва
57,38,103557.0,110867.0,г. Москва
58,39,125310.0,130563.0,г. Москва
59,35-39,555042.0,600389.0,г. Москва
60,20-39,1700659.0,1814000.0,г. Москва
61,40,101941.0,109036.0,г. Москва
62,41,98843.0,106002.0,г. Москва
63,42,90434.0,99026.0,г. Москва
64,43,93096.0,101178.0,г. Москва
65,44,97880.0,105877.0,г. Москва
66,40-44,482194.0,521119.0,г. Москва
67,45,92045.0,97461.0,г. Москва
68,46,92527.0,96519.0,г. Москва
69,47,88818.0,94764.0,г. Москва
70,48,87586.0,90796.0,г. Москва
71,49,103723.0,106206.0,г. Москва
72,45-49,464699.0,485746.0,г. Москва
73,15-49,2906934.0,3078353.0,г. Москва
74,50,81214.0,87652.0,г. Москва
75,51,78921.0,85113.0,г. Москва
76,52,73753.0,81019.0,г. Москва
77,53,72300.0,82933.0,г. Москва
78,54,82155.0,93995.0,г. Москва
79,50-54,388343.0,430712.0,г. Москва
80,55,78190.0,92517.0,г. Москва
81,56,84280.0,98310.0,г. Москва
82,57,84405.0,102095.0,г. Москва
83,58,85514.0,103988.0,г. Москва
84,59,99160.0,118997.0,г. Москва
85,55-59,431549.0,515907.0,г. Москва
86,60,78997.0,101592.0,г. Москва
87,61,77551.0,102419.0,г. Москва
88,62,72740.0,96290.0,г. Москва
89,63,69494.0,95823.0,г. Москва
90,64,68193.0,94687.0,г. Москва
91,60-64,366975.0,490811.0,г. Москва
92,65,62509.0,90773.0,г. Москва
93,66,56001.0,82406.0,г. Москва
94,67,54255.0,81886.0,г. Москва
95,68,50556.0,78470.0,г. Москва
96,69,56043.0,83650.0,г. Москва
97,65-69,279364.0,417185.0,г. Москва
98,70,48807.0,80292.0,г. Москва
99,71,43867.0,70942.0,г. Москва
100,72,45562.0,73888.0,г. Москва
101,73,41919.0,69815.0,г. Москва
102,74,30687.0,49193.0,г. Москва
103,70-74,210842.0,344130.0,г. Москва
104,75,21344.0,34774.0,г. Москва
105,76,16968.0,25950.0,г. Москва
106,77,19766.0,35383.0,г. Москва
107,78,28170.0,53275.0,г. Москва
108,79,31068.0,57008.0,г. Москва
109,75-79,117316.0,206390.0,г. Москва
110,80 и старше,200019.0,434090.0,г. Москва
111,85 и старше,84865.0,190923.0,г. Москва
112,,,,г. Москва
113,Итого,5857924.0,6820155.0,г. Москва
114,,,,г. Москва
