,Возраст (лет),мужчины,женщины,region
57,38,17996.0,18086.0,Волгоградская область
58,39,20035.0,19706.0,Волгоградская область
59,35-39,98797.0,96312.0,Волгоградская область
60,20-39,345817.0,334983.0,Волгоградская область
61,40,17724.0,18258.0,Волгоградская область
62,41,17620.0,18365.0,Волгоградская область
63,42,17160.0,18204.0,Волгоградская область
64,43,17169.0,18047.0,Волгоградская область
65,44,17521.0,18619.0,Волгоградская область
66,40-44,87194.0,91493.0,Волгоградская область
67,45,16437.0,17864.0,Волгоградская область
68,46,16142.0,17476.0,Волгоградская область
69,47,16303.0,17909.0,Волгоградская область
70,48,15312.0,16988.0,Волгоградская область
71,49,16553.0,17747.0,Волгоградская область
72,45-49,80747.0,87984.0,Волгоградская область
73,15-49,574993.0,572204.0,Волгоградская область
74,50,14619.0,15718.0,Волгоградская область
75,51,14198.0,15846.0,Волгоградская область
76,52,13724.0,15900.0,Волгоградская область
77,53,14404.0,16517.0,Волгоградская область
78,54,15485.0,17478.0,Волгоградская область
79,50-54,72430.0,81459.0,Волгоградская область
80,55,15101.0,17534.0,Волгоградская область
81,56,15840.0,19053.0,Волгоградская область
82,57,16038.0,19429.0,Волгоградская область
83,58,16627.0,20314.0,Волгоградская область
84,59,17890.0,22000.0,Волгоградская область
85,55-59,81496.0,98330.0,Волгоградская область
86,60,15969.0,20716.0,Волгоградская область
87,61,15017.0,20042.0,Волгоградская область
88,62,14811.0,20086.0,Волгоградская область
89,63,13988.0,19637.0,Волгоградская область
90,64,13151.0,19623.0,Волгоградская область
91,60-64,72936.0,100104.0,Волгоградская область
92,65,13279.0,20157.0,Волгоградская область
93,66,12275.0,18731.0,Волгоградская область
94,67,11590.0,18933.0,Волгоградская область
95,68,10928.0,17952.0,Волгоградская область
96,69,10960.0,17762.0,Волгоградская область
97,65-69,59032.0,93535.0,Волгоградская область
98,70,10603.0,18093.0,Волгоградская область
99,71,8780.0,15192.0,Волгоградская область
100,72,7600.0,13611.0,Волгоградская область
101,73,6603.0,12523.0,Волгоградская область
102,74,3776.0,7285.0,Волгоградская область
103,70-74,37362.0,66704.0,Волгоградская область
104,75,2512.0,5310.0,Волгоградская область
105,76,2715.0,5845.0,Волгоградская область
106,77,3737.0,8259.0,Волгоградская область
107,78,5221.0,11926.0,Волгоградская область
108,79,5261.0,12690.0,Волгоградская область
109,75-79,19446.0,44030.0,Волгоградская область
110,80 и старше,30192.0,83559.0,Волгоградская область
111,85 и старше,10017.0,29892.0,Волгоградская область
112,,,,Волгоградская область
113,Итого,1154910.0,1336126.0,Волгоградская область
114,,,,Волгоградская область
115,моложе трудоспособного,219722.0,208079.0,Волгоградская область
116,трудоспособного,732189.0,659319.0,Волгоградская область
117,старше трудоспособного,202999.0,468728.0,Волгоградская область
0,0,10845.0,10154.0,Алтайский край
1,1,12024.0,11217.0,Алтайский край
2,2,13004.0,12286.0,Алтайский край
3,0-2,35873.0,33657.0,Алтайский край
4,3,14300.0,13950.0,Алтайский край
5,4,15071.0,14434.0,Алтайский край
6,0-4,65244.0,62041.0,Алтайский край
7,5,15650.0,15075.0,Алтайский край
8,3-5,45021.0,43459.0,Алтайский край
9,6,15957.0,15339.0,Алтайский край
10,1-6,86006.0,82301.0,Алтайский край
11,7,16238.0,15628.0,Алтайский край
12,8,15259.0,14470.0,Алтайский край
13,9,15140.0,14166.0,Алтайский край
14,5-9,78244.0,74678.0,Алтайский край
15,10,14794.0,14445.0,Алтайский край
16,11,15190.0,14342.0,Алтайский край
17,12,13903.0,13072.0,Алтайский край
18,13,12497.0,11571.0,Алтайский край
19,8-13,86783.0,82066.0,Алтайский край
20,0-13,199872.0,190149.0,Алтайский край
21,14,12641.0,11960.0,Алтайский край
22,10-14,69025.0,65390.0,Алтайский край
23,0-14,212513.0,202109.0,Алтайский край
24,15,13140.0,12307.0,Алтайский край
25,14-15,25781.0,24267.0,Алтайский край
26,16,13161.0,12525.0,Алтайский край
27,17,12572.0,11822.0,Алтайский край
28,16-17,25733.0,24347.0,Алтайский край
29,0-17,251386.0,238763.0,Алтайский край
30,18,10969.0,11109.0,Алтайский край
31,19,10936.0,10697.0,Алтайский край
32,15-19,60778.0,58460.0,Алтайский край
33,20,10058.0,10110.0,Алтайский край
34,21,10080.0,10289.0,Алтайский край
35,22,10147.0,9905.0,Алтайский край
36,23,10631.0,9891.0,Алтайский край
37,24,11294.0,10287.0,Алтайский край
38,20-24,52210.0,50482.0,Алтайский край
39,25,12154.0,11244.0,Алтайский край
40,26,12492.0,11276.0,Алтайский край
41,27,14040.0,13438.0,Алтайский край
42,28,14286.0,14684.0,Алтайский край
43,29,15836.0,15935.0,Алтайский край
44,25-29,68808.0,66577.0,Алтайский край
45,20-29,121018.0,117059.0,Алтайский край
46,16-29,168656.0,163212.0,Алтайский край
47,30,16403.0,17039.0,Алтайский край
48,31,17754.0,17976.0,Алтайский край
49,32,18845.0,18297.0,Алтайский край
50,33,18211.0,18094.0,Алтайский край
51,34,17778.0,17964.0,Алтайский край
52,30-34,88991.0,89370.0,Алтайский край
53,15-34,270787.0,264889.0,Алтайский край
54,35,18422.0,18564.0,Алтайский край
55,36,19315.0,19612.0,Алтайский край
56,37,18759.0,19335.0,Алтайский край
57,38,17399.0,18405.0,Алтайский край
58,39,17167.0,18480.0,Алтайский край
59,35-39,91062.0,94396.0,Алтайский край
60,20-39,301071.0,300825.0,Алтайский край
61,40,16381.0,17550.0,Алтайский край
62,41,16169.0,17777.0,Алтайский край
63,42,16044.0,17859.0,Алтайский край
64,43,15919.0,17513.0,Алтайский край
65,44,16232.0,17951.0,Алтайский край
66,40-44,80745.0,88650.0,Алтайский край
67,45,15718.0,17300.0,Алтайский край
68,46,14827.0,16873.0,Алтайский край
69,47,14934.0,16964.0,Алтайский край
70,48,14201.0,15778.0,Алтайский край
71,49,13768.0,15435.0,Алтайский край
72,45-49,73448.0,82350.0,Алтайский край
73,15-49,516042.0,530285.0,Алтайский край
74,50,12032.0,13878.0,Алтайский край
75,51,11684.0,13459.0,Алтайский край
76,52,11552.0,13322.0,Алтайский край
77,53,11960.0,13782.0,Алтайский край
78,54,12317.0,14226.0,Алтайский край
79,50-54,59545.0,68667.0,Алтайский край
80,55,12312.0,14896.0,Алтайский край
81,56,13767.0,16754.0,Алтайский край
82,57,14779.0,18156.0,Алтайский край
83,58,16190.0,19931.0,Алтайский край
84,59,17333.0,21497.0,Алтайский край
85,55-59,74381.0,91234.0,Алтайский край
86,60,16731.0,21582.0,Алтайский край
87,61,16755.0,22028.0,Алтайский край
88,62,16535.0,21794.0,Алтайский край
89,63,15088.0,20729.0,Алтайский край
90,64,14853.0,21106.0,Алтайский край
91,60-64,79962.0,107239.0,Алтайский край
92,65,13542.0,19714.0,Алтайский край
93,66,12077.0,18028.0,Алтайский край
94,67,11276.0,16693.0,Алтайский край
95,68,11080.0,17309.0,Алтайский край
96,69,10406.0,16825.0,Алтайский край
97,65-69,58381.0,88569.0,Алтайский край
98,70,9689.0,15991.0,Алтайский край
99,71,8444.0,14772.0,Алтайский край
100,72,7534.0,13281.0,Алтайский край
101,73,5351.0,10066.0,Алтайский край
102,74,3012.0,5703.0,Алтайский край
103,70-74,34030.0,59813.0,Алтайский край
104,75,1988.0,4262.0,Алтайский край
105,76,1707.0,3967.0,Алтайский край
106,77,2258.0,5305.0,Алтайский край
107,78,3466.0,8643.0,Алтайский край
108,79,3774.0,10212.0,Алтайский край
109,75-79,13193.0,32389.0,Алтайский край
110,80 и старше,21918.0,66883.0,Алтайский край
111,85 и старше,7405.0,26320.0,Алтайский край
112,,,,Алтайский край
113,Итого,1069965.0,1247188.0,Алтайский край
114,,,,Алтайский край
115,моложе трудоспособного,225653.0,214416.0,Алтайский край
116,трудоспособного,653559.0,601541.0,Алтайский край
117,старше трудоспособного,190753.0,431231.0,Алтайский край
0,0,14448.0,13638.0,Иркутская область 
1,1,15851.0,14727.0,Иркутская область 
2,2,16212.0,15661.0,Иркутская область 
3,0-2,46511.0,44026.0,Иркутская область 
4,3,18313.0,16844.0,Иркутская область 
5,4,18586.0,17639.0,Иркутская область 
6,0-4,83410.0,78509.0,Иркутская область 
7,5,18577.0,17512.0,Иркутская область 
8,3-5,55476.0,51995.0,Иркутская область 
9,6,19036.0,17935.0,Иркутская область 
10,1-6,106575.0,100318.0,Иркутская область 
11,7,19139.0,18306.0,Иркутская область 
12,8,18333.0,17720.0,Иркутская область 
13,9,17123.0,16472.0,Иркутская область 
14,5-9,92208.0,87945.0,Иркутская область 
15,10,17516.0,16706.0,Иркутская область 
16,11,17295.0,16624.0,Иркутская область 
17,12,16195.0,15285.0,Иркутская область 
18,13,14388.0,13563.0,Иркутская область 
19,8-13,100850.0,96370.0,Иркутская область 
20,0-13,241012.0,228632.0,Иркутская область 
21,14,13912.0,13223.0,Иркутская область 
22,10-14,79306.0,75401.0,Иркутская область 
23,0-14,254924.0,241855.0,Иркутская область 
24,15,14427.0,13655.0,Иркутская область 
25,14-15,28339.0,26878.0,Иркутская область 
26,16,14174.0,13621.0,Иркутская область 
27,17,13799.0,13041.0,Иркутская область 
28,16-17,27973.0,26662.0,Иркутская область 
29,0-17,297324.0,282172.0,Иркутская область 
30,18,12488.0,12327.0,Иркутская область 
31,19,12233.0,11910.0,Иркутская область 
32,15-19,67121.0,64554.0,Иркутская область 
33,20,11653.0,11153.0,Иркутская область 
34,21,11779.0,11890.0,Иркутская область 
35,22,11874.0,11790.0,Иркутская область 
36,23,12998.0,12593.0,Иркутская область 
37,24,13194.0,12731.0,Иркутская область 
38,20-24,61498.0,60157.0,Иркутская область 
39,25,14165.0,13585.0,Иркутская область 
40,26,13921.0,13356.0,Иркутская область 
41,27,15192.0,15374.0,Иркутская область 
42,28,18130.0,17029.0,Иркутская область 
43,29,19769.0,18942.0,Иркутская область 
44,25-29,81177.0,78286.0,Иркутская область 
45,20-29,142675.0,138443.0,Иркутская область 
46,16-29,195369.0,189342.0,Иркутская область 
47,30,20411.0,20096.0,Иркутская область 
48,31,21127.0,20548.0,Иркутская область 
49,32,21872.0,20952.0,Иркутская область 
50,33,20932.0,20760.0,Иркутская область 
51,34,19797.0,19876.0,Иркутская область 
52,30-34,104139.0,102232.0,Иркутская область 
53,15-34,313935.0,305229.0,Иркутская область 
54,35,19456.0,19531.0,Иркутская область 
55,36,19948.0,20216.0,Иркутская область 
56,37,19238.0,19896.0,Иркутская область 
57,38,17433.0,18812.0,Иркутская область 
58,39,17870.0,19033.0,Иркутская область 
59,35-39,93945.0,97488.0,Иркутская область 
60,20-39,340759.0,338163.0,Иркутская область 
61,40,16974.0,18124.0,Иркутская область 
62,41,16385.0,18094.0,Иркутская область 
63,42,15922.0,17847.0,Иркутская область 
64,43,15910.0,17879.0,Иркутская область 
65,44,15607.0,17611.0,Иркутская область 
66,40-44,80798.0,89555.0,Иркутская область 
67,45,15369.0,17582.0,Иркутская область 
68,46,14621.0,17220.0,Иркутская область 
69,47,14699.0,16830.0,Иркутская область 
70,48,13983.0,16049.0,Иркутская область 
71,49,13516.0,15566.0,Иркутская область 
72,45-49,72188.0,83247.0,Иркутская область 
73,15-49,560866.0,575519.0,Иркутская область 
74,50,12529.0,14407.0,Иркутская область 
75,51,12293.0,14210.0,Иркутская область 
76,52,11750.0,13703.0,Иркутская область 
77,53,11490.0,13927.0,Иркутская область 
78,54,12097.0,14448.0,Иркутская область 
79,50-54,60159.0,70695.0,Иркутская область 
80,55,12492.0,15188.0,Иркутская область 
81,56,12937.0,16355.0,Иркутская область 
82,57,13488.0,17056.0,Иркутская область 
83,58,13950.0,18223.0,Иркутская область 
84,59,14346.0,19021.0,Иркутская область 
85,55-59,67213.0,85843.0,Иркутская область 
86,60,13277.0,18366.0,Иркутская область 
87,61,12651.0,18585.0,Иркутская область 
88,62,12478.0,18176.0,Иркутская область 
89,63,11540.0,17575.0,Иркутская область 
90,64,11092.0,17414.0,Иркутская область 
91,60-64,61038.0,90116.0,Иркутская область 
92,65,11084.0,17717.0,Иркутская область 
93,66,9861.0,16317.0,Иркутская область 
94,67,9435.0,16194.0,Иркутская область 
95,68,8874.0,15615.0,Иркутская область 
96,69,8341.0,14601.0,Иркутская область 
97,65-69,47595.0,80444.0,Иркутская область 
98,70,7675.0,14635.0,Иркутская область 
99,71,6360.0,11801.0,Иркутская область 
100,72,5672.0,11282.0,Иркутская область 
101,73,4334.0,9409.0,Иркутская область 
102,74,2380.0,5467.0,Иркутская область 
103,70-74,26421.0,52594.0,Иркутская область 
104,75,1773.0,4153.0,Иркутская область 
105,76,1493.0,3845.0,Иркутская область 
106,77,2195.0,5991.0,Иркутская область 
107,78,3043.0,8527.0,Иркутская область 
108,79,3237.0,9259.0,Иркутская область 
109,75-79,11741.0,31775.0,Иркутская область 
110,80 и старше,16143.0,56252.0,Иркутская область 
111,85 и старше,4830.0,19784.0,Иркутская область 
112,,,,Иркутская область 
113,Итого,1106100.0,1285093.0,Иркутская область 
114,,,,Иркутская область 
115,моложе трудоспособного,269351.0,255510.0,Иркутская область 
116,трудоспособного,687088.0,647747.0,Иркутская область 
117,старше трудоспособного,149661.0,381836.0,Иркутская область 
0,0,30122.0,28441.0,г. Санкт-Петербург
1,1,31635.0,29809.0,г. Санкт-Петербург
2,2,32945.0,31052.0,г. Санкт-Петербург
3,0-2,94702.0,89302.0,г. Санкт-Петербург
4,3,35917.0,34252.0,г. Санкт-Петербург
5,4,35419.0,33144.0,г. Санкт-Петербург
6,0-4,166038.0,156698.0,г. Санкт-Петербург
7,5,33833.0,31801.0,г. Санкт-Петербург
8,3-5,105169.0,99197.0,г. Санкт-Петербург
9,6,32668.0,30695.0,г. Санкт-Петербург
10,1-6,202417.0,190753.0,г. Санкт-Петербург
11,7,32089.0,30048.0,г. Санкт-Петербург
12,8,29207.0,27380.0,г. Санкт-Петербург
13,9,22875.0,21699.0,г. Санкт-Петербург
14,5-9,150672.0,141623.0,г. Санкт-Петербург
15,10,23296.0,22253.0,г. Санкт-Петербург
16,11,22697.0,21514.0,г. Санкт-Петербург
17,12,21114.0,19877.0,г. Санкт-Петербург
18,13,19917.0,18903.0,г. Санкт-Петербург
19,8-13,139106.0,131626.0,г. Санкт-Петербург
20,0-13,403734.0,380868.0,г. Санкт-Петербург
21,14,20306.0,19559.0,г. Санкт-Петербург
22,10-14,107330.0,102106.0,г. Санкт-Петербург
23,0-14,424040.0,400427.0,г. Санкт-Петербург
24,15,20572.0,19771.0,г. Санкт-Петербург
25,14-15,40878.0,39330.0,г. Санкт-Петербург
26,16,21247.0,20611.0,г. Санкт-Петербург
27,17,20614.0,19757.0,г. Санкт-Петербург
28,16-17,41861.0,40368.0,г. Санкт-Петербург
29,0-17,486473.0,460566.0,г. Санкт-Петербург
30,18,22302.0,22648.0,г. Санкт-Петербург
31,19,23599.0,25562.0,г. Санкт-Петербург
32,15-19,108334.0,108349.0,г. Санкт-Петербург
33,20,22949.0,24059.0,г. Санкт-Петербург
34,21,23916.0,25418.0,г. Санкт-Петербург
35,22,21936.0,22983.0,г. Санкт-Петербург
36,23,20955.0,22900.0,г. Санкт-Петербург
37,24,23462.0,24071.0,г. Санкт-Петербург
38,20-24,113218.0,119431.0,г. Санкт-Петербург
39,25,24900.0,25632.0,г. Санкт-Петербург
40,26,26680.0,29575.0,г. Санкт-Петербург
41,27,35664.0,38202.0,г. Санкт-Петербург
42,28,45456.0,43444.0,г. Санкт-Петербург
43,29,52417.0,49718.0,г. Санкт-Петербург
44,25-29,185117.0,186571.0,г. Санкт-Петербург
45,20-29,298335.0,306002.0,г. Санкт-Петербург
46,16-29,386097.0,394580.0,г. Санкт-Петербург
47,30,52346.0,51672.0,г. Санкт-Петербург
48,31,52228.0,53123.0,г. Санкт-Петербург
49,32,53173.0,54582.0,г. Санкт-Петербург
50,33,51305.0,53757.0,г. Санкт-Петербург
51,34,50422.0,53982.0,г. Санкт-Петербург
52,30-34,259474.0,267116.0,г. Санкт-Петербург
53,15-34,666143.0,681467.0,г. Санкт-Петербург
54,35,49315.0,50957.0,г. Санкт-Петербург
55,36,49197.0,51346.0,г. Санкт-Петербург
56,37,45268.0,47610.0,г. Санкт-Петербург
57,38,43457.0,45332.0,г. Санкт-Петербург
58,39,45800.0,48387.0,г. Санкт-Петербург
59,35-39,233037.0,243632.0,г. Санкт-Петербург
60,20-39,790846.0,816750.0,г. Санкт-Петербург
61,40,41025.0,42911.0,г. Санкт-Петербург
62,41,40499.0,42592.0,г. Санкт-Петербург
63,42,37367.0,40494.0,г. Санкт-Петербург
64,43,37355.0,40443.0,г. Санкт-Петербург
65,44,37146.0,40645.0,г. Санкт-Петербург
66,40-44,193392.0,207085.0,г. Санкт-Петербург
67,45,35750.0,39116.0,г. Санкт-Петербург
68,46,35859.0,38161.0,г. Санкт-Петербург
69,47,35546.0,38939.0,г. Санкт-Петербург
70,48,34632.0,37897.0,г. Санкт-Петербург
71,49,35841.0,39309.0,г. Санкт-Петербург
72,45-49,177628.0,193422.0,г. Санкт-Петербург
73,15-49,1270200.0,1325606.0,г. Санкт-Петербург
74,50,31424.0,35580.0,г. Санкт-Петербург
75,51,29655.0,34655.0,г. Санкт-Петербург
76,52,28785.0,33800.0,г. Санкт-Петербург
77,53,28853.0,34216.0,г. Санкт-Петербург
78,54,30482.0,36866.0,г. Санкт-Петербург
79,50-54,149199.0,175117.0,г. Санкт-Петербург
80,55,30216.0,38429.0,г. Санкт-Петербург
81,56,31188.0,40111.0,г. Санкт-Петербург
82,57,31894.0,42605.0,г. Санкт-Петербург
83,58,32304.0,44461.0,г. Санкт-Петербург
84,59,34774.0,46953.0,г. Санкт-Петербург
85,55-59,160376.0,212559.0,г. Санкт-Петербург
86,60,30083.0,43482.0,г. Санкт-Петербург
87,61,29090.0,43875.0,г. Санкт-Петербург
88,62,28212.0,43591.0,г. Санкт-Петербург
89,63,26378.0,41966.0,г. Санкт-Петербург
90,64,26615.0,42795.0,г. Санкт-Петербург
91,60-64,140378.0,215709.0,г. Санкт-Петербург
92,65,24697.0,41740.0,г. Санкт-Петербург
93,66,21815.0,38447.0,г. Санкт-Петербург
94,67,21362.0,38053.0,г. Санкт-Петербург
95,68,20583.0,36702.0,г. Санкт-Петербург
96,69,20865.0,36889.0,г. Санкт-Петербург
97,65-69,109322.0,191831.0,г. Санкт-Петербург
98,70,19953.0,37069.0,г. Санкт-Петербург
99,71,16846.0,33556.0,г. Санкт-Петербург
100,72,18030.0,35241.0,г. Санкт-Петербург
101,73,17258.0,33231.0,г. Санкт-Петербург
102,74,11971.0,22875.0,г. Санкт-Петербург
103,70-74,84058.0,161972.0,г. Санкт-Петербург
104,75,7467.0,15178.0,г. Санкт-Петербург
105,76,4941.0,10227.0,г. Санкт-Петербург
106,77,4969.0,11399.0,г. Санкт-Петербург
107,78,8313.0,19649.0,г. Санкт-Петербург
108,79,10096.0,21651.0,г. Санкт-Петербург
109,75-79,35786.0,78104.0,г. Санкт-Петербург
110,80 и старше,69679.0,193701.0,г. Санкт-Петербург
111,85 и старше,27081.0,81886.0,г. Санкт-Петербург
112,,,,г. Санкт-Петербург
113,Итого,2443038.0,2955026.0,г. Санкт-Петербург
114,,,,г. Санкт-Петербург
115,моложе трудоспособного,444612.0,420198.0,г. Санкт-Петербург
116,трудоспособного,1589286.0,1519381.0,г. Санкт-Петербург
117,старше трудоспособного,409140.0,1015447.0,г. Санкт-Петербург
0,0,4856.0,4430.0,Калининградская область
1,1,5457.0,4968.0,Калининградская область
2,2,5701.0,5415.0,Калининградская область
3,0-2,16014.0,14813.0,Калининградская область
4,3,6454.0,6111.0,Калининградская область
5,4,6413.0,6338.0,Калининградская область
6,0-4,28881.0,27262.0,Калининградская область
7,5,6496.0,6120.0,Калининградская область
8,3-5,19363.0,18569.0,Калининградская область
9,6,6479.0,5970.0,Калининградская область
10,1-6,37000.0,34922.0,Калининградская область
11,7,6416.0,6031.0,Калининградская область
12,8,6076.0,5728.0,Калининградская область
13,9,5707.0,5364.0,Калининградская область
14,5-9,31174.0,29213.0,Калининградская область
15,10,5804.0,5410.0,Калининградская область
16,11,5871.0,5434.0,Калининградская область
17,12,5624.0,5261.0,Калининградская область
18,13,5149.0,5004.0,Калининградская область
19,8-13,34231.0,32201.0,Калининградская область
20,0-13,82503.0,77584.0,Калининградская область
21,14,5030.0,4885.0,Калининградская область
22,10-14,27478.0,25994.0,Калининградская область
23,0-14,87533.0,82469.0,Калининградская область
24,15,5148.0,5036.0,Калининградская область
25,14-15,10178.0,9921.0,Калининградская область
26,16,5003.0,4793.0,Калининградская область
27,17,4915.0,4637.0,Калининградская область
28,16-17,9918.0,9430.0,Калининградская область
29,0-17,102599.0,96935.0,Калининградская область
30,18,5173.0,4340.0,Калининградская область
31,19,6026.0,4438.0,Калининградская область
32,15-19,26265.0,23244.0,Калининградская область
33,20,5646.0,4134.0,Калининградская область
34,21,5571.0,4329.0,Калининградская область
35,22,5694.0,4312.0,Калининградская область
36,23,6008.0,4438.0,Калининградская область
37,24,6140.0,4888.0,Калининградская область
38,20-24,29059.0,22101.0,Калининградская область
39,25,6149.0,5315.0,Калининградская область
40,26,6761.0,5191.0,Калининградская область
41,27,7442.0,5968.0,Калининградская область
42,28,7927.0,6815.0,Калининградская область
43,29,8331.0,7465.0,Калининградская область
44,25-29,36610.0,30754.0,Калининградская область
45,20-29,65669.0,52855.0,Калининградская область
46,16-29,86786.0,71063.0,Калининградская область
47,30,8503.0,7873.0,Калининградская область
48,31,8811.0,8522.0,Калининградская область
49,32,9263.0,8844.0,Калининградская область
50,33,9019.0,8846.0,Калининградская область
51,34,8982.0,8635.0,Калининградская область
52,30-34,44578.0,42720.0,Калининградская область
53,15-34,136512.0,118819.0,Калининградская область
54,35,8724.0,8676.0,Калининградская область
55,36,8630.0,8577.0,Калининградская область
56,37,8239.0,8268.0,Калининградская область
57,38,7796.0,7984.0,Калининградская область
58,39,7840.0,8247.0,Калининградская область
59,35-39,41229.0,41752.0,Калининградская область
60,20-39,151476.0,137327.0,Калининградская область
61,40,7466.0,7871.0,Калининградская область
62,41,7363.0,7824.0,Калининградская область
63,42,7123.0,7672.0,Калининградская область
64,43,7250.0,7798.0,Калининградская область
65,44,7031.0,7739.0,Калининградская область
66,40-44,36233.0,38904.0,Калининградская область
67,45,6864.0,7363.0,Калининградская область
68,46,6782.0,7587.0,Калининградская область
69,47,6964.0,7385.0,Калининградская область
70,48,6781.0,7182.0,Калининградская область
71,49,6606.0,7138.0,Калининградская область
72,45-49,33997.0,36655.0,Калининградская область
73,15-49,247971.0,236130.0,Калининградская область
74,50,6048.0,6528.0,Калининградская область
75,51,5839.0,6485.0,Калининградская область
76,52,5668.0,6358.0,Калининградская область
77,53,5713.0,6652.0,Калининградская область
78,54,6006.0,6678.0,Калининградская область
79,50-54,29274.0,32701.0,Калининградская область
80,55,6121.0,7123.0,Калининградская область
81,56,6376.0,7293.0,Калининградская область
82,57,6478.0,7736.0,Калининградская область
83,58,6499.0,8199.0,Калининградская область
84,59,6678.0,8679.0,Калининградская область
85,55-59,32152.0,39030.0,Калининградская область
86,60,6128.0,8259.0,Калининградская область
87,61,6105.0,8523.0,Калининградская область
88,62,5794.0,7914.0,Калининградская область
89,63,5339.0,8258.0,Калининградская область
90,64,5410.0,8077.0,Калининградская область
91,60-64,28776.0,41031.0,Калининградская область
92,65,5205.0,8167.0,Калининградская область
93,66,4519.0,7364.0,Калининградская область
94,67,4662.0,7507.0,Калининградская область
95,68,4323.0,7470.0,Калининградская область
96,69,4120.0,7132.0,Калининградская область
97,65-69,22829.0,37640.0,Калининградская область
98,70,3938.0,7170.0,Калининградская область
99,71,3155.0,5783.0,Калининградская область
100,72,2908.0,5370.0,Калининградская область
101,73,2417.0,4520.0,Калининградская область
102,74,1321.0,2690.0,Калининградская область
103,70-74,13739.0,25533.0,Калининградская область
104,75,1022.0,2214.0,Калининградская область
105,76,859.0,1872.0,Калининградская область
106,77,1071.0,2743.0,Калининградская область
107,78,1490.0,3924.0,Калининградская область
108,79,1459.0,4008.0,Калининградская область
109,75-79,5901.0,14761.0,Калининградская область
110,80 и старше,7982.0,27060.0,Калининградская область
111,85 и старше,2626.0,9807.0,Калининградская область
112,,,,Калининградская область
113,Итого,476157.0,536355.0,Калининградская область
114,,,,Калининградская область
115,моложе трудоспособного,92681.0,87505.0,Калининградская область
116,трудоспособного,310377.0,270918.0,Калининградская область
117,старше трудоспособного,73099.0,177932.0,Калининградская область
0,0,2586.0,2428.0,Карачаево-Черкесская Республика
1,1,2457.0,2459.0,Карачаево-Черкесская Республика
2,2,2564.0,2468.0,Карачаево-Черкесская Республика
3,0-2,7607.0,7355.0,Карачаево-Черкесская Республика
4,3,2773.0,2659.0,Карачаево-Черкесская Республика
5,4,2945.0,2657.0,Карачаево-Черкесская Республика
6,0-4,13325.0,12671.0,Карачаево-Черкесская Республика
7,5,3087.0,2974.0,Карачаево-Черкесская Республика
8,3-5,8805.0,8290.0,Карачаево-Черкесская Республика
9,6,3231.0,3034.0,Карачаево-Черкесская Республика
10,1-6,17057.0,16251.0,Карачаево-Черкесская Республика
11,7,3139.0,2998.0,Карачаево-Черкесская Республика
12,8,3008.0,2867.0,Карачаево-Черкесская Республика
13,9,3032.0,3060.0,Карачаево-Черкесская Республика
14,5-9,15497.0,14933.0,Карачаево-Черкесская Республика
15,10,3442.0,3195.0,Карачаево-Черкесская Республика
16,11,3604.0,3416.0,Карачаево-Черкесская Республика
17,12,3417.0,3381.0,Карачаево-Черкесская Республика
18,13,2992.0,2838.0,Карачаево-Черкесская Республика
19,8-13,19495.0,18757.0,Карачаево-Черкесская Республика
20,0-13,42277.0,40434.0,Карачаево-Черкесская Республика
21,14,3050.0,3082.0,Карачаево-Черкесская Республика
22,10-14,16505.0,15912.0,Карачаево-Черкесская Республика
23,0-14,45327.0,43516.0,Карачаево-Черкесская Республика
24,15,3034.0,2849.0,Карачаево-Черкесская Республика
25,14-15,6084.0,5931.0,Карачаево-Черкесская Республика
26,16,2681.0,2736.0,Карачаево-Черкесская Республика
27,17,2741.0,2618.0,Карачаево-Черкесская Республика
28,16-17,5422.0,5354.0,Карачаево-Черкесская Республика
29,0-17,53783.0,51719.0,Карачаево-Черкесская Республика
30,18,2306.0,2421.0,Карачаево-Черкесская Республика
31,19,2698.0,2630.0,Карачаево-Черкесская Республика
32,15-19,13460.0,13254.0,Карачаево-Черкесская Республика
33,20,2233.0,2586.0,Карачаево-Черкесская Республика
34,21,2647.0,2600.0,Карачаево-Черкесская Республика
35,22,2385.0,2475.0,Карачаево-Черкесская Республика
36,23,2645.0,2674.0,Карачаево-Черкесская Республика
37,24,2997.0,3004.0,Карачаево-Черкесская Республика
38,20-24,12907.0,13339.0,Карачаево-Черкесская Республика
39,25,2959.0,2750.0,Карачаево-Черкесская Республика
40,26,2736.0,2681.0,Карачаево-Черкесская Республика
41,27,3082.0,3355.0,Карачаево-Черкесская Республика
42,28,3319.0,3533.0,Карачаево-Черкесская Республика
43,29,4214.0,4393.0,Карачаево-Черкесская Республика
44,25-29,16310.0,16712.0,Карачаево-Черкесская Республика
45,20-29,29217.0,30051.0,Карачаево-Черкесская Республика
46,16-29,39643.0,40456.0,Карачаево-Черкесская Республика
47,30,3714.0,3889.0,Карачаево-Черкесская Республика
48,31,3811.0,4083.0,Карачаево-Черкесская Республика
49,32,3723.0,4153.0,Карачаево-Черкесская Республика
50,33,3571.0,4111.0,Карачаево-Черкесская Республика
51,34,3837.0,4503.0,Карачаево-Черкесская Республика
52,30-34,18656.0,20739.0,Карачаево-Черкесская Республика
53,15-34,61333.0,64044.0,Карачаево-Черкесская Республика
54,35,3357.0,3911.0,Карачаево-Черкесская Республика
55,36,3469.0,4177.0,Карачаево-Черкесская Республика
